ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
331,Heave,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,Dead,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,lifecycle_special,managed_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
332,Twister,Normal,0x53,Dmg_(Y)% Hit_(MA+X)% Status ME,Wind,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.,design,author the open per-ability identity/policy on an already known or preserved surface
333,Almagest,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
334,Gigaflare,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
335,Charge,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
336,Tail Sweep,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
337,Ice Breath,Normal,0x4E,Dmg_(MA*Y) ME,Ice,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
338,Fire Breath,Normal,0x4E,Dmg_(MA*Y) ME,Fire,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
339,Thunder Breath,Normal,0x4E,Dmg_(MA*Y) ME,Lightning,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,elemental,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
340,Tri-Attack,Normal,0x01,Dmg_[Weapon] PE,,,physical_damage,dcl_physical,formula-map-required,medium,physical_damage,weapon_defined,physical_contest,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Weapon-basis damage can use the DCL physical spine after its weapon/ability metadata is authored.,closed,candidate metadata complete; approval remains a separate job/human gate
341,Tri-Breath,Normal,0x53,Dmg_(Y)% Hit_(MA+X)% Status ME,,,special_hp_damage,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Percent/current/missing-HP effects must not enter the ordinary physical or magic damage spine.,design,author the open per-ability identity/policy on an already known or preserved surface
342,Tri-Thunder,Normal,0x5E,Dmg_((MA+Y)/2*MA) #Hit_(X+1) Status ME,Lightning,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
343,Tri-Flame,Normal,0x5E,Dmg_((MA+Y)/2*MA) #Hit_(X+1) Status ME,Fire,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
344,Dark Whisper,Normal,0x5E,Dmg_((MA+Y)/2*MA) #Hit_(X+1) Status ME,Dark,Dead|Sleep,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,spiritual,magic_evade_per_target_then_status_contest,lifecycle_special+magical,native_multistrike_status_rider,authoring-open,status_category,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",design,author the open per-ability identity/policy on an already known or preserved surface
345,Snakecharm,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
346,Poisonous Frog,Normal,0x38,Hit_(100%) Status NE,,Frog|Poison,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+physical,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
347,Midgardsormr,Normal,0x4E,Dmg_(MA*Y) ME,,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
348,Karma,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
349,Nanoflare,Normal,0x5F,Dmg_((MA+Y)/2*MA) Status ME,,,magic_damage,explicit_damage_rule,formula-map-required,medium,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Nanoflare is a single-hit MA action with RandomFire clear; it needs authored amount, type, and ordinary per-target Magic Evade policy, not a multistrike carrier.",design,author the open per-ability identity/policy on an already known or preserved surface
350,Grand Cross,Normal,0x38,Hit_(100%) Status NE,,Petrify|Darkness|Confusion|Silence|Berserk|Frog|Poison|Slow|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental+physical,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
351,Destroy,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,,recoil_physical_damage,paired_target_caster_hp_results,surface-mapped,high,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Formula 0x42 stages target and caster HP debits in the paired result records at qword globals 0x14186AF70/0x14186AF60; DCL can author both before native clamp/KO apply.,design,author the open per-ability identity/policy on an already known or preserved surface
352,Compress,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,Dead,recoil_physical_damage,paired_target_caster_hp_results,surface-mapped,high,physical_damage,ability_physical_open,physical_contest_then_status_contest,lifecycle_special,managed_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,Formula 0x42 stages target and caster HP debits in the paired result records at qword globals 0x14186AF70/0x14186AF60; DCL can author both before native clamp/KO apply.,design,author the open per-ability identity/policy on an already known or preserved surface
353,Dispose,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,,recoil_physical_damage,paired_target_caster_hp_results,surface-mapped,high,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Formula 0x42 stages target and caster HP debits in the paired result records at qword globals 0x14186AF70/0x14186AF60; DCL can author both before native clamp/KO apply.,design,author the open per-ability identity/policy on an already known or preserved surface
354,Pulverize,Normal,0x42,Dmg_(PA*Y) DmgCas_(PA*Y/X) NS NE,,,recoil_physical_damage,paired_target_caster_hp_results,surface-mapped,high,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Formula 0x42 stages target and caster HP debits in the paired result records at qword globals 0x14186AF70/0x14186AF60; DCL can author both before native clamp/KO apply.,design,author the open per-ability identity/policy on an already known or preserved surface
355,Energize,Normal,0x3C,Heal_(CasMaxHP*2/5) DmgCas_(CasMaxHP/5) Hit_(100%) NS NE,,,sacrifice_heal,dcl_hp_channels,authoring-required,high,healing,none,none,none,multi_unit_transaction,candidate-complete,,formula-and-catalog,Caster self-damage and target healing must commit atomically across two units.,closed,candidate metadata complete; approval remains a separate job/human gate
356,Parasite,Normal,0x38,Hit_(100%) Status NE,,Petrify|Darkness|Confusion|Silence|Oil|Frog|Poison|Sleep,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+mental+physical,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
